id,tipo,nombre,geometry
79,Barrio municipal,Barrio Soldati,"POLYGON ((-58.44426718076491 -34.669327575727806, -58.44427564704405 -34.66932757704929, -58.44428412424976 -34.66932750625889, -58.44428614263636 -34.669327470517196, -58.445436958669255 -34.66840279564225, -58.44554913135118 -34.66832053111293, -58.44565081906932 -34.6682393106001, -58.44613827105532 -34.667851529507686, -58.44615852336287 -34.66783491932704, -58.44625049657905 -34.667759520443894, -58.44650543014389 -34.66755052693043, -58.446952549338256 -34.667205415289985, -58.447093770598805 -34.667096411870574, -58.44876384816093 -34.66574521567993, -58.44876192143116 -34.66572068801097, -58.44759052836423 -34.66522680829849, -58.44529338192961 -34.664258241560894, -58.44467686036024 -34.663998280737474, -58.444551154597725 -34.66402944134439, -58.44337285248657 -34.66497897352403, -58.443128104584304 -34.66514789458449, -58.4411911368632 -34.666708282592005, -58.44119071274565 -34.666785281172594, -58.441476232400284 -34.66703971122411, -58.44153747612036 -34.66709384989632, -58.44175758770308 -34.66728842490601, -58.4420849081974 -34.66757985485562, -58.44217161485637 -34.66765754573756, -58.442240972015796 -34.667719690975154, -58.44268334896618 -34.66811371082722, -58.44272925645338 -34.66815234469834, -58.44274768274453 -34.66816785149937, -58.44277417696604 -34.668192879168664, -58.44305732916285 -34.66844212194081, -58.44342007185102 -34.66878341123862, -58.44391368576226 -34.66925974284772, -58.44392289308053 -34.6692633679884, -58.44393058405091 -34.66926629880011, -58.44393830776479 -34.669269175531824, -58.4439460642265 -34.66927198015524, -58.4439538534338 -34.66927472168447, -58.44396168629896 -34.66927739110725, -58.44396954099965 -34.669279997434074, -58.44397743935596 -34.669282540668476, -58.44398535954977 -34.66928501179282, -58.44399331248923 -34.66928741982295, -58.44400129817626 -34.66928975574481, -58.444009305698714 -34.66929202857081, -58.4440173459687 -34.669294229288454, -58.444025418986314 -34.66929635789776, -58.44403350292914 -34.66929842340947, -58.444041630529526 -34.66930041681446, -58.44404976905719 -34.669302338107755, -58.4440579403303 -34.66930419630675, -58.444066122530586 -34.669305982394015, -58.44407433747832 -34.669307696372826, -58.44408256335113 -34.669309347254114, -58.44409082197343 -34.66931091701282, -58.444099091520755 -34.66931242367384, -58.444107382905344 -34.66931385822469, -58.44411568521485 -34.66931522967794, -58.44412400936372 -34.669316520006966, -58.444132344439524 -34.66931773822419, -58.444140701350385 -34.66931889334536, -58.44414906918829 -34.669319976354736, -58.44415744795317 -34.66932098725221, -58.444165848557205 -34.66932191702553, -58.44417424917588 -34.669322783699435, -58.44418266072143 -34.66932357826149, -58.444191083193935 -34.66932430071158, -58.444199516591226 -34.66932496006415, -58.444207960917346 -34.669325538290636, -58.44421640526018 -34.66932604440356, -58.44422486052978 -34.669326478404706, -58.44423331581587 -34.66932684029218, -58.44424178202886 -34.66932713006786, -58.444250248256274 -34.669327356744205, -58.44425871450238 -34.66932750229279, -58.44426718076491 -34.669327575727806))"
80,Barrio municipal,Casas de Boyaca,"POLYGON ((-58.4699721302075 -34.60837610983718, -58.469964976588486 -34.608353682868085, -58.468823617752534 -34.60786717070995, -58.46876025564082 -34.607881596302846, -58.46821350263908 -34.60860064721563, -58.46822852898449 -34.60865323552159, -58.469285832609394 -34.60920866196524, -58.46934725518432 -34.60919633650987, -58.4699721302075 -34.60837610983718))"
81,Barrio municipal,CMV Artilleros y Pampa,"POLYGON ((-58.44263834293995 -34.55669770195245, -58.44262593555353 -34.55664352397597, -58.44239248090545 -34.55650664731403, -58.442388666408945 -34.556511063662406, -58.44216153141045 -34.556375900353224, -58.442164910348026 -34.556370492364586, -58.441700619713366 -34.55609682742267, -58.44163589890356 -34.556106190816934, -58.44120466995666 -34.556607587465855, -58.44098088484293 -34.55686787040569, -58.44098980496229 -34.55692087605243, -58.44144259283553 -34.55719212577275, -58.4419356155272 -34.5574841407541, -58.44197695600537 -34.557473042378895, -58.44241470296638 -34.556960881128546, -58.44263834293995 -34.55669770195245))"
82,Barrio municipal,CMV Consorcio 16,"POLYGON ((-58.36645950163991 -34.62645773128045, -58.36688542605751 -34.62646784918545, -58.36689185771441 -34.62548698348514, -58.36704018190438 -34.62548272173657, -58.367037073576775 -34.62529879773626, -58.36663428288859 -34.625289480883254, -58.36658625030293 -34.62531662958383, -58.36645950163991 -34.62645773128045))"
83,Barrio municipal,CMV Irala I,"POLYGON ((-58.368604797554134 -34.629661244963415, -58.36857216782241 -34.62961513014361, -58.36758071487134 -34.62941306956864, -58.36751979084251 -34.62944000117327, -58.36727424901007 -34.6302691122867, -58.36730884002034 -34.63031623857955, -58.367839792349564 -34.63042368959327, -58.36794879704751 -34.630444687741864, -58.367962601612135 -34.6303981042621, -58.36804756595276 -34.63041447728597, -58.36803307174596 -34.63046339490787, -58.368296887061 -34.63052066941831, -58.36835712704595 -34.63049160053879, -58.368604797554134 -34.629661244963415))"
85,Barrio municipal,Complejo de Edificios Const. Almagro (Liberti 400 imp),"POLYGON ((-58.367330195003 -34.628031359874676, -58.366707815085114 -34.628430008828666, -58.36662532325805 -34.62848284625423, -58.366240197072095 -34.628736875424, -58.366178207146824 -34.628780193287746, -58.36569760856628 -34.629097279966935, -58.36591028523287 -34.62936893893324, -58.366043904616944 -34.62956393203857, -58.36616329023276 -34.629771208993084, -58.36625924146183 -34.629950514223786, -58.36629982524574 -34.63003878626908, -58.366345416838314 -34.63014381061808, -58.366393720682325 -34.630260979197104, -58.36644006477129 -34.63038493387222, -58.366504131829885 -34.63059158060372, -58.366511914946884 -34.63062140911068, -58.3670166138918 -34.630422874572446, -58.36731863745023 -34.62940312831062, -58.36744126373933 -34.62931843619705, -58.36746076509591 -34.62930496751536, -58.36747243036108 -34.62930756374935, -58.36861594279894 -34.629574519211616, -58.36864468584824 -34.62948059577391, -58.36879252239969 -34.62923195519047, -58.368877196655674 -34.62908957874349, -58.36930740549637 -34.628383280618436, -58.36930031447793 -34.62834718238451, -58.3691786074954 -34.6282301656244, -58.36917454335199 -34.62823686903703, -58.36895347527949 -34.62804042352168, -58.36859355686857 -34.62772065505858, -58.368446077994015 -34.627589771764974, -58.368284023919465 -34.627445923562064, -58.36821866582469 -34.62744201456402, -58.36811334512062 -34.62751189146714, -58.367330195003 -34.628031359874676))"
86,Barrio municipal,Complejo de Edificios Const. Almagro (Rodriguez y Blanes),"POLYGON ((-58.363147855479525 -34.63196152218099, -58.362491335328855 -34.63126003925992, -58.36242482187208 -34.63125340392214, -58.361834162796356 -34.63164087497885, -58.36174358811226 -34.63170023003676, -58.36118445330389 -34.632067072689246, -58.361189535809324 -34.632102142072995, -58.36232935549982 -34.63255163616197, -58.362348658462366 -34.632551201431575, -58.36259773312186 -34.63238230147528, -58.363139830623254 -34.63201478934914, -58.363147855479525 -34.63196152218099))"
87,Barrio municipal,Complejo de Edificios Constitucion,"POLYGON ((-58.39245411253738 -34.62641026628298, -58.39319970441556 -34.626494483878616, -58.39324956731263 -34.62645980792012, -58.393282104151645 -34.62618432279173, -58.39336927711499 -34.62544623165001, -58.393323947504534 -34.62540726437725, -58.39265303054488 -34.6253710011951, -58.392604039715636 -34.62540648869838, -58.39256482308676 -34.625601968883366, -58.392411086253794 -34.62636828026371, -58.39245411253738 -34.62641026628298))"
88,Barrio municipal,Complejo de Edificios Donizetti y Rivadavia,"POLYGON ((-58.497928642554164 -34.63738162887886, -58.49790376672857 -34.63735702725921, -58.49662984792181 -34.63718368803417, -58.49661182438645 -34.637193662629095, -58.49647465060733 -34.63788139993642, -58.496405197507876 -34.638229473847346, -58.49644349555715 -34.63827399343202, -58.49766635575761 -34.638443481887926, -58.49771934613954 -34.638411286368395, -58.497928642554164 -34.63738162887886))"
89,Barrio municipal,Complejo de Edificios Pampa,"POLYGON ((-58.43986427672421 -34.55624161880498, -58.44008988226097 -34.55637687624229, -58.44009298638359 -34.55637337087428, -58.44011657160681 -34.556392566176385, -58.440559723530185 -34.55665903077591, -58.44079263032068 -34.55679779482381, -58.44085887385419 -34.55680060144726, -58.441519120119196 -34.55603180214933, -58.441508129762575 -34.555978345449546, -58.44135118694872 -34.55588368249236, -58.441253982196194 -34.55582442589283, -58.441183369957606 -34.5557821270871, -58.44058206857953 -34.555421904794784, -58.44051680369917 -34.55543018578087, -58.44032750545205 -34.555646907580325, -58.44030797146058 -34.555669267330586, -58.44028695013144 -34.555693323896925, -58.43985513973659 -34.5561877115996, -58.43986427672421 -34.55624161880498))"
90,Barrio municipal,Complejo de Edificios Plaza Oeste,"POLYGON ((-58.49059394785914 -34.54879061258089, -58.490081561143334 -34.549517961819376, -58.48894235859015 -34.55115781706672, -58.48862959020372 -34.551614817046364, -58.48867027052778 -34.551648296710944, -58.488788244482464 -34.55170166381709, -58.48882399909219 -34.55173062829576, -58.488905111862074 -34.55176985955777, -58.488968319140525 -34.55175594624182, -58.48901633256646 -34.5516854804003, -58.48922545123294 -34.55138335809106, -58.48923723421779 -34.5513668594258, -58.489445109866494 -34.55106656689116, -58.489462565938226 -34.551040610990775, -58.48958492398346 -34.55086663581793, -58.48965847315735 -34.550760656896216, -58.48994799587519 -34.550341979075746, -58.49039104823707 -34.54970836568729, -58.49044356756265 -34.549631579237946, -58.4904260104993 -34.549579480490166, -58.490345705171606 -34.549539745244445, -58.49078509222465 -34.548895615285915, -58.49059394785914 -34.54879061258089))"
91,Barrio municipal,Complejo de Edificios Vuelta de Rocha,"POLYGON ((-58.36068760934924 -34.6381776301601, -58.36066716814656 -34.638127133648105, -58.359458945202825 -34.63764187006737, -58.359396105144135 -34.63765912374105, -58.35863109043383 -34.6388417586968, -58.3586796043439 -34.63886515601601, -58.35869607974131 -34.63888556018145, -58.3602702216572 -34.6388932821897, -58.36068760934924 -34.6381776301601))"
92,Conjunto habitacional,Complejo Habitacional U7,"POLYGON ((-58.463100223429024 -34.677082419347194, -58.46266705725416 -34.677404484754604, -58.463663341428585 -34.678263330804334, -58.464096508332425 -34.677953190304144, -58.463100223429024 -34.677082419347194))"
93,Conjunto habitacional,Complejo Habitacional Zavaleta,"POLYGON ((-58.402912236235835 -34.65070908258023, -58.4031923877731 -34.65065996816656, -58.40319337773173 -34.650660430304356, -58.4031943091412 -34.650656360029906, -58.40336619753179 -34.650616723641576, -58.40348309511408 -34.65027448558605, -58.403479056210486 -34.65027395653837, -58.403265037328694 -34.65024644697956, -58.4032650624721 -34.65021156869146, -58.403108316303125 -34.65019156096257, -58.40310835231589 -34.65014173483634, -58.40299603441777 -34.65012025630801, -58.400964988852046 -34.64981926878164, -58.400726740724366 -34.65096736377306, -58.401075811527555 -34.651007931938466, -58.40127129957835 -34.65101957140516, -58.40162741271864 -34.65097936249503, -58.401808979342036 -34.6509332947157, -58.4024304674166 -34.65081243791121, -58.40291230120408 -34.65070881865896, -58.402912236235835 -34.65070908258023))"
94,Barrio municipal,Complejo Versalles (Bruselas y Tinogasta),"POLYGON ((-58.52703978199958 -34.62100241996683, -58.52668336220318 -34.620678329145576, -58.52661281394404 -34.62067728407815, -58.52585369726889 -34.62126467986152, -58.52655802590245 -34.62190333263059, -58.526623560208925 -34.621905462034576, -58.527386711569385 -34.6213178791188, -58.52703978199958 -34.62100241996683))"
95,Barrio municipal,Complejo Versalles (Santo Tome y Porcel de Peralta),"POLYGON ((-58.52505082728548 -34.62727439651772, -58.5250175334916 -34.627227629761876, -58.52468565448903 -34.627158568311856, -58.524628098363564 -34.627186180661916, -58.5243927233571 -34.627961842928826, -58.52439271247215 -34.62796186997676, -58.524308665220616 -34.62823882768683, -58.52435473154811 -34.62828973475893, -58.52437539582908 -34.62828936384648, -58.524397805382364 -34.62828968614821, -58.52442018275039 -34.628290729596465, -58.5244424952127 -34.62829248519345, -58.52446471005546 -34.62829495295559, -58.52448679456518 -34.62829813289926, -58.5245087160278 -34.628302025041165, -58.52452841311706 -34.62830618872099, -58.52455191710776 -34.628311891911, -58.52457313129079 -34.628317857658026, -58.52459406244978 -34.62832449960711, -58.52461465605476 -34.628331808771605, -58.524649115536675 -34.62834712456612, -58.5246586176951 -34.628352681535944, -58.524726395919714 -34.62832985055899, -58.52484230797049 -34.62795280105316, -58.52484231885521 -34.62795277400513, -58.52489924640531 -34.627767512855485, -58.52498610050935 -34.62748499154869, -58.524986122278634 -34.62748493745253, -58.52505082728548 -34.62727439651772))"
96,Conjunto habitacional,Conjunto Habitacional Orma y Magaldi,"POLYGON ((-58.39458985583972 -34.66048761766528, -58.39167923893826 -34.660316415043084, -58.39162748283431 -34.66085675386931, -58.39455096759585 -34.66099617855586, -58.39458985583972 -34.66048761766528))"
98,Conjunto habitacional,Conjunto Habitacional Barrio N. Kirchner,"POLYGON ((-58.45318065813314 -34.67803627168505, -58.453960280076565 -34.67876396636688, -58.45424908249071 -34.67857313374737, -58.454176990583505 -34.67763078465667, -58.453945988528396 -34.67745184111041, -58.45318065813314 -34.67803627168505))"
99,Villa,Conjunto Habitacional Barrio Pirelli,"POLYGON ((-58.49608778496525 -34.6780281856009, -58.49615318779402 -34.67802952912158, -58.49649972039169 -34.67776715399858, -58.496541706065365 -34.6777353646121, -58.4965874322412 -34.677700743066126, -58.49697246222752 -34.6774092160175, -58.49697339008263 -34.677356293926856, -58.496540818008405 -34.67695340985043, -58.496495552635146 -34.67691125418019, -58.496444371271615 -34.67686358346626, -58.49630232457248 -34.67671229312797, -58.49593393252845 -34.67637889726769, -58.4959096576797 -34.67635692736235, -58.495767578038695 -34.676228351955835, -58.49574236459677 -34.676205534940124, -58.495716627252094 -34.676182240310524, -58.4956574248656 -34.67612865813619, -58.495629653494746 -34.676149632326805, -58.49562075269283 -34.67615635921391, -58.49559255589496 -34.676177649002696, -58.49547664891596 -34.67626518864073, -58.49544967373174 -34.67628556764846, -58.49543810046622 -34.6762943053735, -58.49540594401528 -34.67631859786151, -58.495269529762886 -34.67642162894212, -58.495233270032124 -34.67644901227512, -58.495878405102054 -34.67707249776908, -58.49594382065167 -34.677132422061106, -58.49589396999465 -34.67717069347641, -58.49582424764065 -34.6772242207249, -58.49553321172932 -34.67744765364774, -58.49552706774824 -34.67750149654517, -58.49608778496525 -34.6780281856009))"
100,Barrio municipal,Polideportivo (ex 1-11-14),"POLYGON ((-58.43762400316031 -34.65017212694958, -58.43843695147154 -34.650202527919696, -58.438473610671444 -34.64994723867859, -58.438096270088245 -34.64961318503866, -58.438071305743414 -34.649591084363365, -58.43806333336314 -34.64958998458865, -58.437773582851726 -34.64938588496018, -58.43756168254594 -34.649207846991274, -58.4369467493147 -34.64869120476168, -58.436475969393484 -34.64829565125332, -58.43641200899955 -34.648293834336656, -58.435785942959214 -34.648798883827986, -58.435584438918376 -34.64896143546339, -58.43537296310709 -34.649132036425016, -58.435504994118816 -34.64940334693218, -58.43558221540891 -34.649507665704256, -58.4357690606018 -34.649911542057346, -58.43576585798373 -34.650093331562125, -58.43762400316031 -34.65017212694958))"
