id,tipo,nombre,geometry
64,Barrio municipal,Barrio Marcelo T. de  Alvear,"POLYGON ((-58.48278814497062 -34.63918774034817, -58.482774154041635 -34.63919515222765, -58.482763522032286 -34.63920175229459, -58.48275591073974 -34.63920706285297, -58.48274861579785 -34.63921267984201, -58.48274393794758 -34.63921659273605, -58.48273650924008 -34.639209824281316, -58.48269736308934 -34.6392404786789, -58.48269038168704 -34.63923435015611, -58.48127964191388 -34.64034846473711, -58.481062685181556 -34.64051803493391, -58.480686891066426 -34.64081289732518, -58.48025050770284 -34.64115536176355, -58.4802441186337 -34.641380266023276, -58.48146959619815 -34.642440713957, -58.48198753272715 -34.64288907217683, -58.48223657078331 -34.64310563502583, -58.48369483653558 -34.64436720567675, -58.48432500896301 -34.64491236131821, -58.484588615421075 -34.644855075683836, -58.48494336726364 -34.64369273663788, -58.48507375543605 -34.64326566760595, -58.48521587875984 -34.642800547523656, -58.485181728545534 -34.642753680019425, -58.484919725259 -34.64269929924489, -58.484478183677105 -34.642607680517436, -58.48450478283245 -34.6424486882773, -58.484509069141026 -34.64244869654614, -58.484513344483354 -34.64244847044857, -58.48451759795494 -34.64244801900055, -58.48452179683362 -34.642447333193694, -58.48452594112173 -34.642446422042106, -58.48452999809912 -34.64244528555155, -58.484533967768286 -34.6424439327363, -58.48453780650487 -34.642442372617836, -58.484541525215484 -34.64244060519463, -58.48454509118492 -34.642438648500466, -58.48454849350409 -34.64243649352314, -58.484554763583745 -34.64243166083996, -58.484560204597706 -34.64242619730969, -58.48456259239941 -34.64242325827686, -58.484927085678954 -34.641222841289874, -58.48492659385344 -34.64121885711701, -58.48492484697659 -34.64121176328034, -58.48492197679696 -34.64120491302516, -58.484917077778455 -34.641197152699164, -58.48491315022456 -34.64119242997372, -58.48491034653755 -34.64118963607998, -58.48490733567 -34.6411870044778, -58.48490411762418 -34.64118454418131, -58.484900714213104 -34.64118225518678, -58.48489713635007 -34.64118016453445, -58.4848933949394 -34.64117826320862, -58.484889511800795 -34.641176578247546, -58.48488550874506 -34.64117510063334, -58.48488139668076 -34.64117383937828, -58.48469717667699 -34.64113566981497, -58.48459525215233 -34.641114548397645, -58.48437672807051 -34.64106926419051, -58.48437028217766 -34.64106855318536, -58.484361862365525 -34.64106842844152, -58.484353497317954 -34.641069223132256, -58.48434532880963 -34.64107090117648, -58.4843374986216 -34.64107345353573, -58.48433012671135 -34.64107682610432, -58.4843241048651 -34.64108051233058, -58.484122822371155 -34.641055245712, -58.4840891098803 -34.641008918663175, -58.48341156771453 -34.64086859160872, -58.48380584366937 -34.63957454261026, -58.483788167311126 -34.63954110302635, -58.48305474909466 -34.63919589133228, -58.48304897053617 -34.63920319374284, -58.483002581014674 -34.639180269206996, -58.48299719541709 -34.63918901381825, -58.48299433765042 -34.639187572013086, -58.48297710406456 -34.63918002993773, -58.48296516077116 -34.63917579520592, -58.48295599890949 -34.639173038348005, -58.48294354329876 -34.63916995751006, -58.4829308697263 -34.63916756178237, -58.48291804362687 -34.63916584214051, -58.48290185854935 -34.63916468191545, -58.48288885832475 -34.63916454879174, -58.48287911917112 -34.639164910922375, -58.482869401920894 -34.639165660657774, -58.48284670683971 -34.63916875615628, -58.482830642829676 -34.6391722832689, -58.48281807972437 -34.63917587291836, -58.482808221307906 -34.639179254807985, -58.48279983519876 -34.639182510263154, -58.48278814497062 -34.63918774034817))"
65,Barrio municipal,Barrio Mascias,"POLYGON ((-58.47236429435148 -34.684628103261424, -58.47241820080027 -34.684631524598196, -58.47309185715298 -34.684117848970004, -58.473093487588095 -34.68406367410051, -58.47290065163819 -34.6838957838058, -58.472295531887255 -34.68337169609202, -58.47225205431376 -34.68333283950484, -58.47202814101542 -34.68313750565883, -58.472011750320966 -34.68312320695868, -58.47144617859462 -34.6826298412004, -58.47109870459841 -34.68232869376551, -58.471044588196406 -34.682280435712435, -58.47102138402777 -34.68226029344462, -58.47047751129506 -34.68178818323453, -58.470366530195044 -34.68169148642091, -58.47008884937221 -34.68144906789285, -58.470042037948296 -34.68144852964489, -58.46929047915922 -34.682033223626405, -58.46929135531867 -34.68207784339148, -58.470304447148365 -34.682839751086746, -58.47068521594204 -34.68312610695125, -58.47132175013434 -34.683695518938805, -58.47236429435148 -34.684628103261424))"
66,Barrio municipal,Barrio Mitre,"POLYGON ((-58.48418466444536 -34.54959801499507, -58.484390270144644 -34.549702725812374, -58.48439941842159 -34.54969037464198, -58.484654743289745 -34.54982223649366, -58.48484680406582 -34.54991087641133, -58.48489155854464 -34.5498253228085, -58.48503520832651 -34.54988784754259, -58.4851745928065 -34.54994759598986, -58.485574948324825 -34.55014304422517, -58.48598300300386 -34.55033785823284, -58.486143284804264 -34.55041922746413, -58.48688018799413 -34.55077614371357, -58.486934222507855 -34.55076558653827, -58.48720111945879 -34.55041927450224, -58.48724689184434 -34.55035988221236, -58.48724580093685 -34.55035547562426, -58.487342335003625 -34.55021763813843, -58.487395482884345 -34.55024494771991, -58.4875446082437 -34.55032090873488, -58.487553684758595 -34.55032544112433, -58.487557934164364 -34.550327207082546, -58.48756230334286 -34.550328738645185, -58.48756679229147 -34.55033002679776, -58.487571379220896 -34.55033107154465, -58.48757603144741 -34.55033187289231, -58.48758073807103 -34.55033241281427, -58.48758547730519 -34.550332700329335, -58.48759022735797 -34.550332726427406, -58.48759497733746 -34.55033250012491, -58.48759969455975 -34.550332021428424, -58.48760435723291 -34.55033128132789, -58.48760896535969 -34.55033028883774, -58.48761347536424 -34.55032905298094, -58.48761787635175 -34.55032757375954, -58.48762215743036 -34.55032586019029, -58.48762628591883 -34.55032392129371, -58.48763026181978 -34.5503217660842, -58.48763405244949 -34.55031939456841, -58.48763764691838 -34.55031682477695, -58.48764103433476 -34.55031406572648, -58.48764419291176 -34.5503111264356, -58.48764711176023 -34.55030802493502, -58.4876497908828 -34.550304770239066, -58.4876521976008 -34.55030138038292, -58.487654331917085 -34.55029786438092, -58.488333529721864 -34.5494117115806, -58.48843010029154 -34.54930933437122, -58.48868896851172 -34.548966494034666, -58.488674005371436 -34.54891379954579, -58.48582654805051 -34.547435859387136, -58.48576368046974 -34.547446922504, -58.48498849423988 -34.54846673342917, -58.484896834636935 -34.54857239728282, -58.48474006333174 -34.54877962762726, -58.48461723119503 -34.54895909681237, -58.484411612276546 -34.549227307965275, -58.48427732857428 -34.549406355102896, -58.48427434424497 -34.549409375405986, -58.484263605849705 -34.549423574772035, -58.48424215036285 -34.54945008049457, -58.4842316954278 -34.54946513616764, -58.484216339390635 -34.549485871688056, -58.48417310236188 -34.54954230860183, -58.48418466444536 -34.54959801499507))"
67,Barrio municipal,Barrio Nagera,"POLYGON ((-58.46917967460567 -34.65947148390569, -58.46913397440732 -34.65950359946528, -58.46913376614867 -34.65950339516932, -58.469050579161255 -34.65956170255388, -58.46905087757625 -34.659561995191986, -58.46903841354599 -34.65957075419159, -58.46903810001212 -34.65957044685378, -58.46892603844553 -34.659648992243525, -58.46892647371679 -34.65964941888912, -58.46891400960802 -34.65965817791265, -58.4689135592702 -34.659657736530605, -58.46880101750036 -34.65973663337776, -58.4688015809402 -34.6597371858547, -58.46878911692113 -34.65974594478384, -58.46878853829873 -34.65974537765196, -58.46871159043819 -34.65979932168012, -58.46871224632849 -34.659799964535054, -58.46866969949052 -34.659829863689, -58.468666680254444 -34.6598269159347, -58.468545109047035 -34.659917416930675, -58.468075793811295 -34.66024721821174, -58.46807421970938 -34.66024730576399, -58.46806741281586 -34.66025254324284, -58.46797500665545 -34.660318043526274, -58.46771326950291 -34.66049937180899, -58.4682084430694 -34.66099891492494, -58.46820761522716 -34.660999493938725, -58.468239547880486 -34.66103029394491, -58.46891413164185 -34.661674613036624, -58.4691902285753 -34.66194385215666, -58.46958296701998 -34.662335487583775, -58.46967094570097 -34.662421586006374, -58.46967192098312 -34.66242090551603, -58.46971137824283 -34.662458794223106, -58.4699723370772 -34.66271324014233, -58.47005525820136 -34.66311200270894, -58.470056254367336 -34.66315408963036, -58.47007112920468 -34.66322047787794, -58.470081244609034 -34.66325035014466, -58.470096390243015 -34.66329255346081, -58.470116477984625 -34.66333656833873, -58.4701373069437 -34.663372776934544, -58.470166612947196 -34.663414312400405, -58.47020170086483 -34.66345477485035, -58.470239788545236 -34.66349100047797, -58.47028413814196 -34.6635259277001, -58.470333942238 -34.66355805119695, -58.470381967564826 -34.66358341417902, -58.47046547098357 -34.66361667143994, -58.47051889566283 -34.663631902168206, -58.470600717546326 -34.66364704103452, -58.47065005031242 -34.663651761474554, -58.47070770667485 -34.663653227288236, -58.470751388103146 -34.66365490125456, -58.47080201855243 -34.66365351898771, -58.47085537598508 -34.663648089186594, -58.47092883861922 -34.66363358087673, -58.47099158774157 -34.66361420556867, -58.471044288914385 -34.66359095479098, -58.4710939243858 -34.66356630699632, -58.47110546187657 -34.663556645598085, -58.47110675305082 -34.663557905006165, -58.47115341965823 -34.66351767194606, -58.47118742142404 -34.66348801326266, -58.47122079000776 -34.66346140979756, -58.47124437500793 -34.663442605390465, -58.47157055106258 -34.66318702408608, -58.471664526440335 -34.66310079751412, -58.471673536574805 -34.66309107064843, -58.47168374638825 -34.66307790931572, -58.471694250436805 -34.66306163808672, -58.471736549705106 -34.66299135198811, -58.4717549286527 -34.66295923336614, -58.47176028386227 -34.66294677546556, -58.47176713309268 -34.66292887292571, -58.471782391422124 -34.66278450153981, -58.471755924009386 -34.662662740491484, -58.47157146047784 -34.662238593173555, -58.471274264726254 -34.66159978139679, -58.47085597367784 -34.66061788942778, -58.47085269025728 -34.66062000795282, -58.470555458954685 -34.65994434446867, -58.47010130152744 -34.65891165710807, -58.47009297661822 -34.65889323267595, -58.470090074531825 -34.65888895112247, -58.470086507039206 -34.658885030171476, -58.47008235050633 -34.6588815239034, -58.47007767039183 -34.65887850442772, -58.47007429943724 -34.65887678291486, -58.4700707539629 -34.65887531380746, -58.470067066695776 -34.65887410611778, -58.47006327036352 -34.65887317787229, -58.4700593867831 -34.65887252005559, -58.47005544868291 -34.65887215970843, -58.470051488787846 -34.658872078800485, -58.470047528916304 -34.65887228634484, -58.47004361270239 -34.65887277332493, -58.4700397728739 -34.6588735577672, -58.470036020337716 -34.65887461262864, -58.47003238781904 -34.658875928893266, -58.470028918953936 -34.658877515572826, -58.470024064772765 -34.658880337265565, -58.470019701528074 -34.658883672736884, -58.469622610071134 -34.65916084262855, -58.46930493474447 -34.65938345782591, -58.46917952657926 -34.65947133870277, -58.46917967460567 -34.65947148390569))"
68,Barrio urbanizado,Barrio Olimpico,"POLYGON ((-58.45707114861915 -34.67193427218337, -58.45114968432688 -34.67657806577313, -58.45271618310775 -34.677977193274714, -58.45758467244711 -34.67416660217701, -58.45801235002533 -34.673824013594995, -58.45794757048726 -34.673567054842856, -58.4579929562751 -34.67311738393205, -58.457960575692205 -34.67284972006458, -58.45763662465362 -34.672474977990525, -58.45707114861915 -34.67193427218337))"
69,Barrio urbanizado,Barrio Papa Francisco,"POLYGON ((-58.46487873391021 -34.67754402969499, -58.464504514888816 -34.67719874965184, -58.46469404703789 -34.67695785158612, -58.46467946144872 -34.676600522600076, -58.46475721376923 -34.67628334186861, -58.463828977659546 -34.67549642219396, -58.46368318167219 -34.6750828844057, -58.46322636314423 -34.67433610695219, -58.462400216532714 -34.67356523590965, -58.462269008187086 -34.67330024906085, -58.461608110172214 -34.672429000375594, -58.4613359662281 -34.67264178796136, -58.460704230578344 -34.672095744685336, -58.45992180986323 -34.67269796609324, -58.45979058537806 -34.67303521708434, -58.45977113499315 -34.67331224715366, -58.459853737498186 -34.673601324944244, -58.460014099408546 -34.6738020761887, -58.461253297111064 -34.674890150922884, -58.46410114327704 -34.67722685750836, -58.46474833000079 -34.67777422084683, -58.46494920405801 -34.677608267702276, -58.46487873391021 -34.67754402969499))"
70,Barrio municipal,Barrio Parque Almirante Brown,"POLYGON ((-58.470172151752884 -34.683728708488225, -58.46991849437296 -34.68392612279279, -58.46991729550505 -34.68392507078435, -58.469599991215624 -34.68417144294227, -58.469601533189945 -34.68417280257388, -58.4689649243671 -34.68466824597077, -58.468962867352545 -34.684666438391766, -58.46848722912746 -34.68503648830542, -58.46848934910591 -34.68503835829809, -58.468251202558925 -34.685223691841934, -58.46824859000169 -34.68522137737948, -58.46777141777258 -34.68559268650198, -58.467774060829115 -34.685595015464045, -58.46768444926681 -34.68566475284142, -58.46768114418236 -34.68566410847357, -58.46664840035492 -34.68647101195701, -58.466455960522204 -34.68662091725075, -58.466024950867144 -34.68695612013861, -58.46602527623497 -34.68695640529609, -58.465787702802444 -34.687141464900236, -58.46578717375851 -34.687141004315976, -58.46558193577251 -34.68730174762468, -58.46467042335355 -34.68801176076369, -58.464394535985114 -34.68822415834906, -58.46439604886364 -34.688225478200245, -58.46415828871933 -34.68841066993717, -58.463840286198035 -34.68865837093409, -58.464440818713236 -34.68918388838248, -58.46444173539568 -34.68918467259997, -58.46444242185 -34.68918413202352, -58.46451535054301 -34.689247809823755, -58.464515135535144 -34.689247977858464, -58.4650402783833 -34.68970628396599, -58.46509278098254 -34.689752119859065, -58.46541534966387 -34.69003363376353, -58.465734434749784 -34.689786551573874, -58.46573342890118 -34.68978567319451, -58.46581185767021 -34.68972453322275, -58.4658126779432 -34.689725254165715, -58.465912222333706 -34.68964755961979, -58.465923342223334 -34.6896388968392, -58.46594713157555 -34.68962031828248, -58.46628846396771 -34.68935395299799, -58.46628788093931 -34.689353441252734, -58.46648633716212 -34.68919872982214, -58.466486743260404 -34.68919908587569, -58.46696328713085 -34.688827241176256, -58.46696308572912 -34.6888270650595, -58.46828716288819 -34.687794810565194, -58.468629574951024 -34.68752815868187, -58.46862913122115 -34.68752777009316, -58.46878736211839 -34.687404207879325, -58.46942243460976 -34.686908943249875, -58.47174535323834 -34.68510718501211, -58.47174573264522 -34.68510751744796, -58.472063252334955 -34.684860598880945, -58.47176093828532 -34.68459562188055, -58.47116143132115 -34.684070137945085, -58.47108736029919 -34.68400521824629, -58.47086484125382 -34.683810179797945, -58.470489922517714 -34.68348154462165, -58.470359379873805 -34.683582993237714, -58.47017202151001 -34.683728594379275, -58.470172151752884 -34.683728708488225))"
71,Barrio municipal,Barrio Piedrabuena,"POLYGON ((-58.49086409599131 -34.682030659810955, -58.4908667912105 -34.68203065920147, -58.490869475493945 -34.68203058648147, -58.490872170665384 -34.68203044164619, -58.490874843992295 -34.68203023371716, -58.49087751729216 -34.68202994466105, -58.4908801687445 -34.682029583497, -58.49088280926415 -34.682029159236734, -58.49088543884799 -34.68202866286607, -58.49088803567243 -34.68202809438988, -58.49089062156114 -34.68202745380329, -58.49089316377852 -34.68202674111372, -58.49089569506313 -34.682025965327874, -58.49089818267952 -34.68202512645311, -58.49144973213732 -34.68160792680923, -58.49187523072882 -34.68133246504599, -58.4923821360095 -34.68090095225758, -58.49382905747782 -34.67983572206094, -58.49390109655371 -34.67977951006295, -58.4942221980902 -34.67953715690759, -58.495083956993 -34.67888547676536, -58.495336806139015 -34.6786848466916, -58.495953898135554 -34.678209405111275, -58.49595647363565 -34.67815490512488, -58.494703898427154 -34.67702682845082, -58.494442931675565 -34.67678153296888, -58.49438159980326 -34.676725635104226, -58.49387390019495 -34.676262923976275, -58.49368898268696 -34.67609241422215, -58.49326387163123 -34.67571218705726, -58.49326336809283 -34.67571173393464, -58.493147675712926 -34.675607624824984, -58.4918081040847 -34.674402668445374, -58.491701766928124 -34.67440174678514, -58.49008626529645 -34.675993879671076, -58.4900720219174 -34.67600791664714, -58.490076036821605 -34.67601137134199, -58.4900508721334 -34.676028761915624, -58.48939108757987 -34.676672791870075, -58.4891270768583 -34.67690162620921, -58.48892490791622 -34.67709021256545, -58.4887030046982 -34.67728890422979, -58.488047652168184 -34.67786928040058, -58.48803889647415 -34.67787710385573, -58.48804366175319 -34.677880492226706, -58.487739180125196 -34.67873598162891, -58.487713666865275 -34.679263551886166, -58.487696161560514 -34.67933799274906, -58.48770838171561 -34.67937283883795, -58.4887558805702 -34.68031940492397, -58.489864790195945 -34.68122546317312, -58.49073951938133 -34.68194243985641, -58.49083798264232 -34.682026537254586, -58.49084027441967 -34.68202742913291, -58.49084284982067 -34.6820280685522, -58.49084545793332 -34.6820286358513, -58.49084807693695 -34.68202914004911, -58.49085071774031 -34.68202957212918, -58.490853369431605 -34.68202993209392, -58.49085604292271 -34.68203021994075, -58.49085871639005 -34.68203043567481, -58.49086141166 -34.68203058830513, -58.49086409599131 -34.682030659810955))"
72,Asentamiento precario,Barrio Playon Chacarita,"MULTIPOLYGON (((-58.45483923425644 -34.58626770795397, -58.45488987170756 -34.58635017555396, -58.45571042250468 -34.585985659473344, -58.45573433863902 -34.585961935596025, -58.4555106734274 -34.585549236819034, -58.45547439778852 -34.58553145294254, -58.45518859078983 -34.58562764174284, -58.45460941597753 -34.58585570255602, -58.45459615844579 -34.585889137098306, -58.45483923425644 -34.58626770795397)), ((-58.45621851021566 -34.583964135363, -58.45587362396757 -34.584093579155564, -58.455556649576046 -34.58421197318086, -58.45522679176608 -34.584333866445604, -58.455084957225196 -34.58438631079176, -58.45507663578797 -34.58440618162427, -58.45506250561641 -34.584435971279085, -58.455198667667965 -34.58464865411701, -58.45530079239752 -34.58481902791281, -58.45531862490882 -34.58487566181758, -58.45546300308016 -34.585154569267395, -58.455549499137355 -34.58532748904431, -58.45640021859756 -34.58514270073023, -58.45667417783508 -34.585089052865676, -58.45702744027147 -34.58502348336596, -58.45740953735203 -34.584987727041685, -58.458007912345884 -34.584975829333665, -58.4580308498242 -34.58485432711469, -58.4580653628842 -34.58455738334479, -58.458078407720954 -34.584408164016395, -58.45801746001475 -34.584421968083426, -58.458002014415406 -34.58439123528738, -58.457984931608266 -34.584345502340476, -58.457934529762106 -34.58427833497189, -58.45790235820752 -34.58422877593946, -58.45786920400243 -34.5841932051185, -58.457793792831524 -34.58406660489281, -58.45775427852615 -34.58400237811378, -58.45773096129507 -34.583934274349645, -58.457705933981494 -34.58389558515402, -58.457701717408824 -34.583894449243985, -58.45764961815197 -34.58391116261001, -58.45756621312061 -34.58394937324373, -58.45755946440905 -34.583990866099455, -58.45757134994604 -34.584015676221235, -58.45748475777993 -34.58405818829532, -58.457392514753735 -34.58399445225705, -58.45737127803138 -34.58395525487781, -58.45735217881922 -34.583921744888414, -58.45732881421546 -34.58387840754246, -58.45725364122036 -34.583740813012724, -58.45723226882427 -34.58370788825202, -58.45717538330699 -34.5836024738444, -58.45626615570588 -34.58394117837264, -58.45621851021566 -34.583964135363)))"
73,Barrio municipal,Barrio Lacarra,"POLYGON ((-58.45953841686208 -34.656496598331856, -58.45904337468266 -34.65688157819721, -58.458904580234936 -34.65698597832642, -58.458222245234936 -34.65750969691539, -58.45795563069235 -34.65773018159915, -58.45773733133123 -34.65789032107101, -58.457737330183875 -34.657907493039424, -58.457737330124246 -34.657908385959225, -58.457647273985195 -34.65798190076052, -58.45762302864353 -34.65799334761296, -58.45720045640816 -34.6583224565877, -58.4571969912069 -34.658345352370716, -58.45719698994804 -34.65836252433782, -58.45720045221447 -34.65837969647825, -58.457207378846114 -34.658385420813545, -58.45722352278566 -34.658400287329926, -58.45732859423309 -34.658497044595556, -58.45734916697743 -34.65850460123561, -58.45757449148987 -34.65869167201105, -58.45759527271937 -34.65869167298515, -58.45760566352983 -34.65868881147644, -58.457629908491725 -34.658685950611954, -58.45798999974502 -34.658395571996735, -58.45814600063827 -34.65828243229921, -58.45815639120192 -34.65828243273802, -58.45817717285757 -34.65827384762917, -58.45818756359594 -34.65827098607077, -58.458450914774836 -34.65805339357491, -58.45854085940032 -34.65797907691892, -58.458540859772505 -34.657972566055655, -58.459193208424324 -34.65738633748767, -58.45927861866822 -34.65731798266843, -58.45927861907392 -34.657309582928924, -58.45933189867615 -34.65726170293821, -58.459171262249804 -34.657086157478844, -58.45918857946574 -34.65708902005913, -58.45921282376687 -34.65708902087429, -58.4592266782133 -34.65707757335736, -58.459408628390385 -34.6569272328987, -58.45952801148068 -34.6568285894694, -58.45954532826818 -34.65684003798487, -58.459690798850666 -34.65671983857592, -58.45969079934695 -34.656708390594616, -58.45955226614094 -34.656596768596984, -58.45959729304187 -34.65655097804661, -58.45953841686208 -34.656496598331856))"
74,Barrio municipal,Barrio Rawson,"POLYGON ((-58.48523448621824 -34.595376229560706, -58.48511646607196 -34.5955112819321, -58.484388960160615 -34.59634648814453, -58.48439998339951 -34.59640039133354, -58.484678427532955 -34.596566475122685, -58.48478939821354 -34.59661497348444, -58.48488042767864 -34.596610699433235, -58.48560480259198 -34.59653958396711, -58.48568530956416 -34.59653167992664, -58.48568536674199 -34.596531618648505, -58.48588478569094 -34.596511902007656, -58.4861677045366 -34.5964836986431, -58.486225420884246 -34.5964779449838, -58.48622549571995 -34.59647786750935, -58.486500490300685 -34.59645012015421, -58.48673700045021 -34.59642723747021, -58.48699967065043 -34.59640297896103, -58.48721428673852 -34.596381789993686, -58.48748462493297 -34.59635509937904, -58.487693236558854 -34.59626636684797, -58.48789962460043 -34.596031685006366, -58.48788990734936 -34.59597823257897, -58.48710264663093 -34.595504891500354, -58.48702632676286 -34.59545900356648, -58.48702617168605 -34.59545902449935, -58.48686311886285 -34.59536123078138, -58.48598070121308 -34.59483083833021, -58.48584157857401 -34.5947472841476, -58.4857768325421 -34.594755859611105, -58.48525891641975 -34.59534827952735, -58.48523448621824 -34.595376229560706))"
75,Barrio municipal,Barrio Rivadavia I,"POLYGON ((-58.44317819520752 -34.64368500331062, -58.44289039784049 -34.64387604553297, -58.441439837332574 -34.64361061156274, -58.44062728718683 -34.6443722460822, -58.4384519595285 -34.646407180072416, -58.438164658551806 -34.64705133156788, -58.438556693726674 -34.64714573578347, -58.44191673962077 -34.64783503934226, -58.443297314315735 -34.64672579123813, -58.446050297104726 -34.64450410455963, -58.4451959055779 -34.64375050957022, -58.44489205816726 -34.64392542760152, -58.44467958507697 -34.64383177697919, -58.44439901860162 -34.64369853406638, -58.44397052637709 -34.64351611428993, -58.44368506651469 -34.64345670145322, -58.44317819520752 -34.64368500331062))"
76,Barrio municipal,Barrio Rivadavia II,"POLYGON ((-58.438715040228765 -34.647334195884206, -58.43854420603256 -34.6477252722746, -58.43957171679625 -34.64818483293275, -58.44054238821374 -34.64861822008598, -58.44062590724805 -34.64865547310657, -58.44070377795674 -34.64864641030974, -58.44164775514168 -34.64787826928392, -58.44161319298815 -34.64782402498173, -58.44079324772663 -34.64765212072448, -58.44076651215083 -34.64773921955272, -58.44058635255668 -34.64771135042295, -58.44057368751804 -34.64767738273283, -58.440558151308146 -34.64761283849659, -58.43902633710108 -34.64728533843224, -58.438824106222086 -34.64724573488724, -58.438715040228765 -34.647334195884206))"
77,Barrio urbanizado,Barrio Rodrigo Bueno,"POLYGON ((-58.350833931038935 -34.61721510857675, -58.35062852617032 -34.61768152245879, -58.35062764376327 -34.61768352651326, -58.35062475658616 -34.61769232813391, -58.350624270301346 -34.61769650486232, -58.350592986223425 -34.61780663746934, -58.3508233058221 -34.61797623941896, -58.35089230932717 -34.61799705592981, -58.35119701611225 -34.617785237940076, -58.35150460378896 -34.617681136707304, -58.351900924441566 -34.61808790335516, -58.352108692515046 -34.6182401921487, -58.352396820478866 -34.61832924428763, -58.35268259920785 -34.618379044451835, -58.35299977377834 -34.61836735228159, -58.35371813014699 -34.61840229537503, -58.35475222918557 -34.61870464782882, -58.35565036213806 -34.61898510682301, -58.355718634723324 -34.61890992990596, -58.35587432769137 -34.61854744359903, -58.356004384597796 -34.61824245563871, -58.355855481218015 -34.61821450212653, -58.35495587354126 -34.61794461072988, -58.35497824394874 -34.61789380210007, -58.35502595652656 -34.617785506201635, -58.35476938621149 -34.61770829595201, -58.35458383971329 -34.617652458500906, -58.35414176641337 -34.61751942043369, -58.35414173694705 -34.61751941599324, -58.35408026296868 -34.61750091614828, -58.35355334825062 -34.61734234633212, -58.35332177506565 -34.61736093389941, -58.352882293143985 -34.617233447615135, -58.35184987934455 -34.61693191582853, -58.351075091159146 -34.61670210680976, -58.35103580050042 -34.6167481346999, -58.35102773715437 -34.61675480018372, -58.35102119524452 -34.616762522245246, -58.35101637426813 -34.61677106687164, -58.350899247101445 -34.61703703250275, -58.35089650269675 -34.617045211116825, -58.35089649047873 -34.617045299710746, -58.35084529288664 -34.6171988427702, -58.35083875092498 -34.617206564821316, -58.350833931038935 -34.61721510857675))"
78,Barrio municipal,Barrio Simon Bolivar,"POLYGON ((-58.4494387024189 -34.63610653837752, -58.44944764508667 -34.636107080243804, -58.44945660967544 -34.63610696407748, -58.44947142002388 -34.636105343206836, -58.44948296969404 -34.636102775477106, -58.44949676631994 -34.63609802657119, -58.449509570782006 -34.63609167302923, -58.44951892897523 -34.63608552642243, -58.44952535334785 -34.636080343999865, -58.4495311888796 -34.63607471981613, -58.44953502843372 -34.636070402461556, -58.44967128791494 -34.6357887339284, -58.45050282329601 -34.634093800778366, -58.45057861328281 -34.6339393129836, -58.45058179887047 -34.63393160619697, -58.450583457470636 -34.63392530546213, -58.45058435269961 -34.63391890549181, -58.4505845169384 -34.63391460574777, -58.450584103512384 -34.63390816057015, -58.45058234901635 -34.63389969607762, -58.45058013614113 -34.63389351212331, -58.45057823919439 -34.63388950061795, -58.450573518276514 -34.633881847091544, -58.45056594027847 -34.633873129594114, -58.45055866724342 -34.63386698116762, -58.45055046710892 -34.63386169800461, -58.45054380435535 -34.63385835304934, -58.45053914799753 -34.633856432543084, -58.449353118355766 -34.63347234392236, -58.449340839372645 -34.633468989244605, -58.449331373735355 -34.63346720335427, -58.449318549152856 -34.6334658046877, -58.4493056262279 -34.633465559822895, -58.449295942085676 -34.63346613561859, -58.44928004152838 -34.63346852254819, -58.44927073879127 -34.63347079305057, -58.44925581925866 -34.633475938427345, -58.4492445748408 -34.63348121943856, -58.4492392197527 -34.63348422955575, -58.44922677518557 -34.63349274651562, -58.44826363551367 -34.63435078997457, -58.447673065504134 -34.6348770803483, -58.447670545548675 -34.63488109133226, -58.447668123520636 -34.634886292199575, -58.447666453945985 -34.634891682460804, -58.44766542743031 -34.63489906493664, -58.447665568160176 -34.634904626699296, -58.447666101843396 -34.634908322578426, -58.44766754036875 -34.63491375830901, -58.447669731414436 -34.63491903188082, -58.44767265318611 -34.63492405314933, -58.44767626207298 -34.634928759009846, -58.44768050355888 -34.63493308635599, -58.447685323127494 -34.634936972081476, -58.44771187502495 -34.63495492269563, -58.44788662748994 -34.63507118265997, -58.447895699519584 -34.63507921543378, -58.4483667477154 -34.63539768337517, -58.44939923612608 -34.63609571688066, -58.44940991216406 -34.636100162083245, -58.44941829828518 -34.636102804190145, -58.44942984710281 -34.6361053655286, -58.4494387024189 -34.63610653837752))"
